,mineral name,point group,space group
12332,Loparite-(Ce),4/m2/m2/m,I4/mcm
12334,Lopatkaite,2/m,P21/c
12336,Lopezite,1,P1
12341,Lorandite,2/m,P21/a
12346,Lorenzenite,2/m2/m2/m,Pbcn
12347,Loseyite,2/m,A2/a
12349,Lotharmeyerite,2/m,C2/m
12351,Lovdarite,2mm,Pma2
12352,Loveringite,3,R3
12357,Lovozerite,3,R3
12358,Lovozerite,2,C2
12359,Loweite,3,R3
12361,Luberoite,2/m,P21/c
12362,Luborzakite,2/m,C2/m
12363,Lucabindiite,622,P622
12364,Lucabindiite,6/m2/m2/m,P6/mmm
12365,Lucasite-(Ce),2/m,I2/a
12366,Lucchesiite,3mm,R3m
12368,Ludjibaite,1,P1
12372,Ludlamite,2/m,P21/a
12376,Ludlockite,1,A1
12379,Ludwigite,2/m2/m2/m,Pbam
12383,Lueshite,3mm,R3c
12384,Lueshite,2/m2/m2/m,Pbma
12390,Lueshite,2/m2/m2/m,Pbcm
12395,Lueshite,2mm,Pc21b
12396,Lueshite,2mm,P21ma
12397,Lueshite,4/m32/m,Pm3m
12398,Lueshite,222,P2221
12400,Luetheite,2,B21
12401,Lukechangite-(Ce),6/m2/m2/m,P63/mmc
12402,Lukkulaisvaaraite,4/m,I4/m
12404,Lukrahnite,1,P1
12406,Lulzacite,1,P1
12407,Lumsdenite,1,P1
12408,Luneburgite,1,P1
12409,Lunokite,2/m2/m2/m,Pbca
12410,Luobusaite,2/m2/m2/m,Cmca
12412,Luogufengite,2mm,Pna21
12421,Lusernaite-(Y),2/m2/m2/m,Pmna
12422,Lussierite,m,Cc
12423,Luxembourgite,2/m,P21/m
12426,Luzonite,42m,I42m
12428,Lyonsite,2/m2/m2/m,Pmcn
12430,Macdonaldite,2/m2/m2/m,Bmmb
12431,Macdonaldite,2/m2/m2/m,Cmcm
12432,Macedonite,2/m2/m2/m,Pmmm
12433,Macedonite,4mm,P4mm
12436,Macedonite,4/m2/m2/m,P4/mmm
12438,Macfallite,2/m,P21/m
12440,Machatschkiite,3mm,R3c
12441,Machiite,2/m,C2/c
12443,Mackayite,4/m2/m2/m,I41/acd
12445,Mackinawite,4/m2/m2/m,P4/nmm
12446,Macphersonite,2/m2/m2/m,Pbca
12449,Madeiraite,2/m,P21/a
12453,Magadiite,2/m,C2/m
12454,Magbasite,2/m2/m2/m,Cmma
12455,Magganasite,1,P1
12456,Maghemite,4/m32/m,Fd3m
12457,Maghemite,422,P43212
12462,Maghemite,432,P4332
12468,Maghemite,43m,P43m
12470,Maghemite,432,P4132
12473,Maghrebite,1,P1
12474,Magnanelliite,2/m,C2/c
12476,Magneliite,1,P1
12477,Magnesioalterite,2/m,C2/c
12479,Magnesio-arfvedsonite,2/m,C2/m
12482,Magnesioaubertite,1,P1
12484,Magnesiobeltrandoite-2N3S,32/m2/m,P3m1
12485,Magnesiobermanite,2,P21
12486,Magnesiocanutite,2/m,C2/c
12487,Magnesiocarpholite,2/m2/m2/m,Ccca
12490,Magnesiochloritoid,2/m,C2/c
12496,Magnesiochromite,4/m32/m,Fd3m
12560,Magnesiocopiapite,1,P1
12640,Magnesiocoulsonite,4/m32/m,Fd3m
12642,Magnesiodumortierite,2/m2/m2/m,Pmcn
12643,Magnesio-ferri-fluoro-hornblende,2/m,C2/m
12644,Magnesio-ferri-hornblende,2/m,C2/m
12647,Magnesioferrite,4/m32/m,Fd3m
12776,Magnesiofluckite,1,P1
12777,Magnesio-fluoro-arfvedsonite,2/m,C2/m
12782,Magnesio-fluoro-hastingsite,2/m,C2/m
12783,Magnesio-foitite,3mm,R3m
12787,Magnesio-hastingsite,2/m,C2/m
12788,Magnesiohatertite,2/m,C2/c
12789,Magnesiohogbomite-2N2S,6mm,P63mc
12790,Magnesiohogbomite-2N3S,32/m2/m,P3m1
12791,Magnesiohogbomite-2N4S,6mm,P63mc
12793,Magnesiohogbomite-6N12S,3mm,R3m
12794,Magnesiohogbomite-6N6S,32/m2/m,R3m
12796,Magnesio-hornblende,2/m,C2/m
12797,Magnesiohulsite,2/m,P2/m
12798,Magnesiokoritnigite,1,P1
12799,Magnesioleydetite,2/m,C2/c
12800,Magnesio-lucchesiite,3mm,R3m
12801,Magnesioneptunite,2/m,C2/c
12802,Magnesionigerite-2N1S,32/m2/m,P3m1
12803,Magnesionigerite-6N6S,3mm,R3m
12804,Magnesiopascoite,2/m,C2/m
12807,Magnesiostaurolite,2/m,C2/m
12808,Magnesiotaaffeite-2N2S,6mm,P63mc
12816,Magnesiotaaffeite-6N3S,32/m2/m,R3m
12818,Magnesiovesuvianite,4/m,P4/n
12819,Magnesiovoltaite,4/m32/m,Fd3c
12820,Magnesiozippeite,2/m,C2/m
12823,Magnesiozippeite,2/m,P21/c
12826,Magnesite,32/m2/m,R3c
12852,Magnesite,3,R3
12871,Magnetite,4/m32/m,Fd3m
12965,Magnetite,43m,F43m
13043,Magnetoplumbite,6/m2/m2/m,P63/mmc
13047,Magnolite,2mm,Pbm2
13049,Magnussonite,4/m32/m,Ia3d
13050,Mahnertite,4/m2/m2/m,I4/mmm
13052,Majakite,62m,P62c
13053,Majindeite,6mm,P63mc
13068,Majorite,4/m,I41/a
13069,Majorite,4/m2/m2/m,I41/acd
13073,Majzlanite,2/m,C2/c
13074,Makarochkinite,1,P1
13077,Makatite,2/m,P21/c
13078,Makinenite,3mm,R3m
13079,Makotoite,32/m2/m,R3c
13080,Makovickyite,2/m,C2/m
13083,Malachite,2/m,P21/a
13085,Malanite,4/m32/m,Fd3m
13091,Malayaite,2/m,A2/a
13095,Malayaite,1,A1
13103,Maldonite,4/m32/m,Fd3m
13104,Maleevite,2/m2/m2/m,Pnma
13105,Maletoyvayamite,1,P1
13106,Malhmoodite,2/m,P21/c
13108,Malhmoodite,1,P1
13109,Malinkoite,6,P63
13110,Malladrite,322,P321
13111,Mallardite,2/m,P21/c
13112,Mallestigite,6,P63
13113,Mallestigite,622,P6322
13115,Mambertiite,1,P1
13117,Mammothite,2/m,C2/m
13118,Manaevite-(Ce),4/m2/m2/m,P4/nnc
13119,Manaksite,1,P1
13123,Manandonite,1,C1
13126,Mandarinoite,2/m,P21/c
13127,Maneckiite,2/m2/m2/m,Pcab
13130,Manganbabingtonite,1,P1
13135,Manganberzeliite,4/m32/m,Ia3d
13137,Manganflurlite,2/m,P21/m
13139,Mangangordonite,1,P1
13140,Manganhumite,2/m2/m2/m,Pbnm
13141,Manganiakasakaite-(La),2/m,P21/m
13142,Manganiandrosite-(Ce),2/m,P21/m
13143,Manganiandrosite-(La),2/m,P21/m
13144,Manganiceladonite,2,C2
13145,Mangani-dellaventuraite,2/m,C2/m
13147,Manganilvaite,2/m,P21/a
13150,Mangani-obertiite,2/m,C2/m
13151,Mangani-pargasite,2/m,C2/m
13152,Manganite,2/m,B21/d
13166,Manganite,2/m2/m2/m,Pnnm
13167,Manganite,2/m,P21/c
13168,Manganlotharmeyerite,2/m,C2/m
13169,Manganoarrojadite-(KNa),m,Cc
13170,Manganobadalovite,2/m,C2/c
13171,Manganoblodite,2/m,P21/a
13173,Manganochromite,4/m32/m,Fd3m
13176,Manganoeudialyte,3mm,R3m
13177,Mangano-ferri-eckermannite,2/m,C2/m
13181,Manganohornesite,2/m,P21/c
13184,Manganokhomyakovite,3mm,R3m
13185,Manganokukisvumite,2/m2/m2/m,Pccn
13186,Manganolangbeinite,332,P213
13187,Manganolangbeinite,222,P212121
13189,Mangano-mangani-ungarettiite,2/m,C2/m
13191,Manganonaujakasite,2/m,C2/m
13195,Manganoneptunite,2/m,C2/c
13196,Manganoneptunite,m,Cc
13198,Manganonordite-(Ce),2/m2/m2/m,Pcca
13200,Manganoquadratite,422,P4322
13201,Manganosegelerite,2/m2/m2/m,Pbca
13204,Manganosite,4/m32/m,Fm3m
13224,Manganostibite,2/m2/m2/m,Ibmm
13225,Manganotychite,332/m,Fd3
13227,Manganvesuvianite,4/m,P4/n
13229,Manitobaite,m,Pc
13239,Mannardite,4/m,I4/m
13240,Mannardite,4/m,P4/m
13241,Mannardite,4/m,I41/a
13245,Mansfieldite,2/m2/m2/m,Pbca
13247,Mantienneite,2/m2/m2/m,Pbca
13248,Maohokite,2/m2/m2/m,Pnma
13249,Maoniupingite-(Ce),2/m,C2/m
13252,Mapimite,m,Cm
13253,Mapiquiroite,3,R3
13255,Marathonite,3,P3
13257,Marcasite,2/m2/m2/m,Pnnm
13260,Marcasite,2/m2/m2/m,Pmnn
13261,Marchettiite,1,P1
13262,Marcobaldiite,1,P1
13263,Marecottite,1,P1
13264,Margaritasite,2/m,P21/a
13266,Margarite,m,Cc
13269,Margarosanite,1,P1
13270,Mariakrite,1,P1
13283,Marialite,4/m,I4/m
13288,Marialite,4/m,P42/n
13301,Maricite,2/m2/m2/m,Pmnb
13303,Maricopaite,2mm,Cm2m
13304,Mariinskite,2/m2/m2/m,Pnma
13306,Mariinskite,222,P212121
13308,Marinaite,2/m,P21/c
13309,Marinellite,3mm,P31c
13311,Markascherite,2/m,P21/m
13312,Markcooperite,2/m,P21/c
13313,Markeyite,2/m2/m2/m,Pmmn
13314,Markhininite,1,P1
13316,Marklite,2/m,P21/c
13319,Marokite,2/m2/m2/m,Pbcm
13320,Marokite,2/m2/m2/m,Pbca
13323,Marrite,2/m,P21/a
13324,Marrucciite,2/m,C2/m
13327,Marshite,43m,F43m
13330,Marshite,32/m2/m,R3m
13332,Marshite,4/m2/m2/m,P4/nmm
13335,Marsturite,1,P1
13341,Marthozite,2mm,Pbn21
13342,Martinandresite,2/m2/m2/m,Pmmn
13343,Martinite,1,P1
13344,Martyite,32/m2/m,P3m1
13345,Marumoite,2,P21
13346,Maruyamaite,3mm,R3m
13349,Mascagnite,2/m2/m2/m,Pnam
13350,Mascagnite,2mm,Pna21
13351,Maslovite,332/m,Pa3
13352,Massicot,2/m2/m2/m,Pbcm
13354,Masutomilite,2,C2
13356,Masuyite,m,Pn
13357,Mathesiusite,4/m,P4/n
13360,Mathiasite,3,R3
13366,Matildite,32/m2/m,P3m1
13367,Matioliite,2/m,C2/c
13369,Matlockite,4/m2/m2/m,P4/nmm
13373,Matsubaraite,2/m,C2/m
13374,Mattagamite,2/m2/m2/m,Pmnn
13375,Matteuccite,m,Cc
13377,Mattheddleite,6/m,P63/m
13378,Matthiasweilite,1,P1
13379,Matulaite,2/m,P21/n
13380,Matyhite,3mm,R3c
13381,Maucherite,422,P41212
13382,Maucherite,2/m,C2/c
13383,Mauriziodiniite,6/m2/m2/m,P6/mmm
13384,Mavlyanovite,6/m2/m2/m,P63/mcm
13391,Mawbyite,2/m,C2/m
13394,Mawsonite,42m,P4m2
13396,Maxwellite,2/m,C2/c
13397,Mayingite,332/m,Pa3
13399,Mazzite-Mg,6/m2/m2/m,P63/mmc
13400,Mazzite-Na,6/m2/m2/m,P63/mmc
13402,Mcallisterite,32/m2/m,R3c
13407,Mcalpineite,2/m2/m2/m,Pcca
13409,Mcalpineite,332/m,Ia3
13411,Mcbirneyite,1,P1
13412,Mcconnellite,3mm,R3m
13416,Mcgovernite,32/m2/m,R32/c
13418,Mcguinnessite,2/m,P21/a
13419,Mckelveyite-(Y),m,Cc
13422,Mckinstryite,2/m2/m2/m,Pnma
13425,Medaite,2/m,P21/n
13428,Medenbachite,1,P1
13431,Medvedevite,2/m,P21/c
13432,Meerschautite,2,P21
13433,Megacyclite,2/m,P21/c
13434,Megakalsilite,6,P63
13435,Megawite,2/m2/m2/m,Pnma
13438,Megawite,2/m2/m2/m,Pbnm
13447,Meieranite,2mm,P21nb
13449,Meierite,4/m32/m,Im3m
13451,Meifuite,1,P1
13454,Meionite,4/m,P42/n
13455,Meionite,4/m,I4/m
13471,Meisserite,1,P1
13473,Meitnerite,1,P1
13474,Meixnerite,32/m2/m,R3m
13475,Mejillonesite,2/m2/m2/m,Pbca
13476,Melanarsite,2/m,C2/c
13479,Melanophlogite,4/m32/m,Pm3n
13480,Melanophlogite,4/m2/m2/m,P42/nbc
13483,Melanostibite,3,R3
13485,Melanotekite,2/m2/m2/m,Pbcn
13486,Melanothallite,2/m2/m2/m,Fddd
13489,Melanovanadite,1,P1
13490,Melansonite,2/m2/m2/m,Pmma
13491,Melanterite,2/m,P21/c
13506,Melcherite,3,R3
13509,Meliphanite,4,I4
13510,Melkovite,2/m,C2/m
13511,Melliniite,332,P213
13513,Mellite,4/m2/m2/m,I41/acd
13514,Mellizinkalite,1,P1
13516,Melonite,32/m2/m,P3m1
13518,Melonjosephite,2/m2/m2/m,Pbam
13519,Menchettiite,2/m,P21/n
13521,Mendeleevite-(Ce),332/m,Pm3
13523,Mendeleevite-(Nd),332/m,Pm3
13524,Mendigite,1,P1
13526,Mendipite,2/m2/m2/m,Pnma
13527,Mendozavilite-KCa,2/m,C2/m
13528,Mendozavilite-NaCu,2/m,C2/m
13530,Mendozavilite-NaFe,2/m,C2/m
13533,Mendozite,2/m,C2/c
13536,Meneghinite,2/m2/m2/m,Pbnm
13538,Menezesite,332/m,Im3
13539,Mengeite,1,P1
13540,Mengxianminite,2mm,Fdd2
13541,Meniaylovite,332/m,Fd3
13544,Menzerite-(Y),4/m32/m,Ia3d
13545,Mercallite,2/m2/m2/m,Pbca
13548,Mereheadite,m,Cm
13549,Mereiterite,2/m,P21/a
13550,Mereiterite,2/m,C2/m
13552,Merelaniite,1,C1
13554,Merenskyite,32/m2/m,P3m1
13555,Meridianiite,1,P1
13578,Merlinoite,2/m2/m2/m,Immm
13579,Merrihueite,6/m2/m2/m,P6/mcc
13581,Merrillite,3mm,R3c
13586,Mertieite-II,32/m2/m,R3c
13588,Merwinite,2/m,P21/a
13589,Mesaite,2/m,P2/n
13593,Mesolite,2mm,Fdd2
13595,Messelite,1,P1
13596,Meta-ankoleite,4/m2/m2/m,P4/nmm
13600,Meta-autunite,4/m2/m2/m,P4/nmm
13602,Metaborite,43m,P43n
13604,Metacinnabar,43m,F43m
13613,Metaheinrichite,2,P21
13616,Metahewettite,2/m,P21/m
13617,Metahewettite,2,P21
13618,Metahohmannite,1,P1
13621,Metakahlerite,1,P1
13622,Metakirchheimerite,1,P1
13625,Metalodevite,4/m,P42/m
13626,Metalodevite,1,P1
13628,Metamunirite,2/m2/m2/m,Pnma
13629,Metanatroautunite,4/m2/m2/m,P4/ncc
13631,Metanovacekite,4/m,P4/n
13632,Metarauchite,1,P1
13638,Metarossite,1,P1
13640,Metaschoderite,2/m,P2/m
13641,Metaschoepite,2/m2/m2/m,Pbcn
13648,Metasideronatrite,2/m2/m2/m,Pbnm
13650,Metastudtite,2/m2/m2/m,Immm
13651,Metaswitzerite,2/m,P21/c
13652,Metatamboite,2/m,P21/c
13653,Metathenardite,6/m2/m2/m,P63/mmc
13661,Metatorbernite,4/m2/m2/m,P4/nmm
13662,Metatorbernite,4/m,P4/n
13665,Metatorbernite,2,P21
13667,Metatyuyamunite,2/m2/m2/m,Pnam
13671,Metauroxite,1,P1
13672,Metavanmeersscheite,2/m2/m2/m,Fddd
13675,Metavariscite,2/m,P21/n
13676,Metavauxite,2/m,P21/c
13677,Metavivianite,1,P1
13680,Metavoltine,3,P3
13686,Metazeunerite,4/m2/m2/m,P4/ncc
13687,Metazeunerite,4/m2/m2/m,P4/nmm
13688,Metazeunerite,4/m2/m2/m,P42/nmc
13689,Metazeunerite,4/m,P4/n
13690,Meurigite-K,2/m,C2/c
13691,Meurigite-Na,2/m,C2/c
13694,Meyerhofferite,1,P1
13695,Meyrowitzite,2/m,P21/n
13696,Mgriite,4/m32/m,Fd3m
13697,Mianningite,3,R3
13700,Miargyrite,2,C2
13701,Miargyrite,2/m,C2/c
13702,Miargyrite,m,Cc
13703,Miassite,4/m32/m,Pm3m
13704,Michalskiite,2/m2/m2/m,Pmcn
13706,Micheelsenite,6,P63
13708,Michenerite,332,P213
13709,Michitoshiite-(Cu),4/m32/m,Pm3m
13710,Microcline,1,C1
13765,Microsommite,6,P63
13766,Microsommite,6/m,P63/m
13769,Middlebackite,2/m,P21/c
13770,Mieite-(Y),2/m2/m2/m,Cmcm
13774,Miersite,43m,F43m
13775,Miersite,4/m32/m,Fm3m
13780,Miessiite,4/m32/m,Fd3m
13782,Miguelromeroite,2/m,C2/c
13783,Miharaite,2mm,Pb21m
13784,Mikasaite,3,R3
13788,Mikecoxite,2/m,P21/n
13789,Mikehowardite,1,P1
13790,Milanriederite,4/m2/m2/m,P4/nnc
13794,Milarite,6/m2/m2/m,P6/mcc
13805,Milkovoite,2/m2/m2/m,Pnma
13809,Millerite,6/m2/m2/m,P63/mmc
13810,Millerite,3mm,R3m
13813,Millosevichite,3,R3
13814,Millsite,2/m,P21/c
13815,Milotaite,332,P213
13823,Mimetite,6/m,P63/m
13840,Mimetite,2/m,P21/b
13841,Minakawaite,2/m2/m2/m,Pnma
13842,Minasgeraisite-(Y),2/m,P21/a
13845,Minasragrite,2/m,P21/c
13846,Mineevite-(Y),6/m,P63/m
13847,Minehillite,32/m2/m,P3c1
13848,Minguzzite,2/m,P21/c
13850,Minium,4/m2/m2/m,P42/mbc
13851,Minium,2/m2/m2/m,Pbam
13856,Minium,42m,P4b2
13858,Minjiangite,6/m2/m2/m,P6/mmm
13859,Minnesotaite,1,P1
13863,Minrecordite,3,R3
13867,Minyulite,2mm,Pba2
13868,Mirabilite,2/m,P21/c
13870,Mirnyite,3,R3
13871,Misakiite,32/m2/m,P3m1
13874,Miserite,1,P1
13879,Mitridatite,m,Aa
13881,Mitrofanovite,32/m2/m,R3m
13882,Mitryaevaite,1,P1
13883,Mitscherlichite,4/m2/m2/m,P42/mnm
13886,Mixite,6/m,P63/m
13889,Miyahisaite,6/m,P63/m
13890,Moabite,2/m2/m2/m,Pnma
13891,Moctezumite,2/m,P21/c
13892,Modderite,2/m2/m2/m,Pnam
13893,Modderite,2mm,Pna21
13897,Moeloite,222,P21221
13898,Moganite,2/m,I2/a
13899,Moganite,2/m2/m2/m,Imab
13902,Mohite,1,P1
13903,Mohnite,32/m2/m,P3m1
13904,Mohrite,2/m,P21/a
13908,Moissanite,6mm,P63mc
13909,Moissanite,43m,F43m
13912,Mojaveite,3,R3
13914,Molinelloite,1,P1
13917,Molybdenite,6/m2/m2/m,P63/mmc
13921,Molybdenite,3mm,R3m
13924,Molybdite,2/m2/m2/m,Pbnm
13931,Molybdofornacite,2/m,P21/c
13936,Molybdomenite,2/m,P21/m
13938,Molybdophyllite,2,C2
13939,Molysite,3,R3
13940,Momoiite,4/m32/m,Ia3d
13944,Monazite-(Ce),2/m,P21/n
13947,Monazite-(La),2/m,P21/n
13948,Monazite-(Nd),2/m,P21/n
13949,Monazite-(Sm),2/m,P21/n
13950,Moncheite,32/m2/m,P3m1
13951,Monchetundraite,2/m2/m2/m,Ibam
13952,Monetite,1,P1
13954,Monipite,62m,P62m
13956,Monohydrocalcite,322,P3121
13957,Monohydrocalcite,3,P31
13959,Montbrayite,1,P1
13960,Montdorite,2/m,C2/m
13965,Montebrasite,1,C1
13981,Monteneroite,2/m,C2/m
13982,Monteneveite,4/m32/m,Ia3d
13983,Monteponite,4/m32/m,Fm3m
14009,Monteregianite-(Y),2/m2/m2/m,Bmab
14011,Monteregianite-(Y),2/m,C21/a
14013,Monteregianite-(Y),2/m,P21/n
14014,Montesommaite,4/m2/m2/m,I41/amd
14015,Montetrisaite,2mm,Cmc21
14016,Montgomeryite,2/m,C2/c
14023,Monticellite,2/m2/m2/m,Pbnm
14033,Monticellite,2/m2/m2/m,Pnma
14050,Montmorillonite,1,P1
14051,Montmorillonite,2/m,C2/m
14055,Montroseite,2/m2/m2/m,Pbnm
14059,Montroydite,2/m2/m2/m,Pnma
14060,Mooihoekite,42m,P42m
14062,Mooreite,2/m,P21/m
14063,Mooreite,2/m,P21/a
14066,Moorhouseite,2/m,C2/c
14069,Mopungite,4/m,P42/n
14075,Moraesite,2/m,C2/c
14076,Moraskoite,2/m2/m2/m,Pbcn
14079,Mordenite,2mm,Cmc21
14081,Mordenite,2/m2/m2/m,Cmcm
14086,Moreauite,2/m,P21/c
14087,Morelandite,6/m,P63/m
14089,Morenosite,222,P212121
14092,Morimotoite,4/m32/m,Ia3d
14093,Morinite,2/m,P21/m
14094,Morrisonite,2/m,P21/c
14096,Moschelite,4/m2/m2/m,I4/mmm
14098,Moschelite,4/m2/m2/m,P42/mnm
14099,Moschelite,42m,I4m2
14100,Moschellandsbergite,332,I23
14102,Moskvinite-(Y),2/m2/m2/m,Ibmm
14103,Mossbauerite,3mm,P3m1
14104,Mottanaite-(Ce),2/m,P2/a
14109,Mottramite,2/m2/m2/m,Pnma
14110,Mottramite,2/m2/m2/m,Pnam
14112,Motukoreaite,32/m2/m,R3m
14113,Mounanaite,2/m,C2/m
14115,Mountainite,2/m,P2/c
14119,Moxuanxueite,1,P1
14120,Moydite-(Y),2/m2/m2/m,Pbca
14122,Mozartite,222,P212121
14126,Mozgovaite,2/m2/m2/m,Bbmm
14130,Mrazekite,2/m,C2/m
14131,Mrazekite,2/m,P21/n
14132,Mroseite,2/m2/m2/m,Pbca
14133,Muckeite,222,P212121
14137,Muirite,4/m2/m2/m,P4/mmm
14140,Mullerite,322,P312
14143,Mullite,2/m2/m2/m,Pbam
14157,Mummeite,2/m,C2/m
14160,Munakataite,2/m,P21/m
14163,Munirite,2/m,P21/a
14164,Muonionalustaite,2/m,C2/m
14165,Murakamiite,1,P1
14166,Murashkoite,2/m2/m2/m,Pnma
14167,Murashkoite,2/m2/m2/m,Pbnm
14169,Murataite-(Y),43m,F43m
14170,Murchisite,32/m2/m,P31c
14173,Murdochite,4/m32/m,Fm3m
14179,Murmanite,1,P1
14183,Murphyite,2/m,P21/a
14184,Murunskite,4/m2/m2/m,I4/mmm
14188,Muscovite,2,C2
14189,Muscovite,2/m,C2/c
14199,Muscovite,322,P3112
14208,Muscovite,1,C1
14235,Mushistonite,4/m32/m,Pn3m
14236,Mushistonite,4/m2/m2/m,P42/nnm
14237,Muthmannite,2/m,P2/m
14238,Mutinaite,2/m2/m2/m,Pnma
14241,Mutnovskite,2/m2/m2/m,Pnma
14242,Nabalamprophyllite,2/m,P2/m
14243,Nabalamprophyllite,2/m2/m2/m,Pnmn
14244,Nabaphite,332,P213
14245,Nabateaite,1,P1
14246,Nabesite,222,P212121
14248,Nabiasite,332/m,Pa3
14249,Nabimusaite,32/m2/m,R3m
14252,Nabokoite,4/m2/m2/m,P4/ncc
14253,Nacaphite,3mm,R3m
14254,Nacaphite,1,P1
14255,Nacareniobsite-(Ce),2/m,P21/a
14257,Nacareniobsite-(Ce),2/m,P21/c
14259,Nacrite,m,Cc
14265,Nadorite,2/m2/m2/m,Cmcm
14266,Nafeasite,2,C2
14267,Nafertisite,2/m,A2/m
14269,Nagashimalite,2/m2/m2/m,Pmmn
14270,Nagelschmidtite,6,P61
14271,Nagyagite,2/m,P21/m
14273,Nahcolite,2/m,P21/n
14274,Nahcolite,2/m,P21/c
14275,Nahpoite,2/m,P21/m
14278,Nakkaalaaqite,2/m2/m2/m,Fddd
14279,Naldrettite,2mm,Cmc21
14280,Nalipoite,2/m2/m2/m,Pmnb
14282,Nalivkinite,1,P1
14284,Namansilite,2/m,C2/c
14287,Nambulite,1,P1
14292,Namibite,1,P1
14294,Namuwite,3,P3
14295,Nanlingite,3mm,R3m
14296,Nanlingite,32/m2/m,R3m
14297,Nanpingite,2/m,C2/c
14298,Nantokite,43m,F43m
14301,Nantokite,332/m,Pa3
14303,Nantokite,4/m32/m,Fm3m
14304,Naquite,332,P213
14309,Narsarsukite,4/m,I4/m
14310,Nashite,2/m,P21/n
14311,Nasinite,2mm,Pna21
14312,Nasonite,6/m,P63/m
14313,Nastrophite,332,P213
14314,Nataliakulikite,2/m2/m2/m,Pnma
14315,Nataliyamalikite,2/m2/m2/m,Cmcm
14317,Natalyite,2/m,C2/c
14319,Natanite,332/m,Pn3
14320,Natanite,4/m32/m,Pn3m
14324,Natisite,4/m2/m2/m,P4/nmm
14326,Natrite,2/m,C2/m
14332,Natroalunite,32/m2/m,R3m
14337,Natroaphthitalite,32/m2/m,P3m1
14340,Natrochalcite,2/m,C2/m
14344,Natroglaucocerinite,3,P3
14345,Natrojarosite,32/m2/m,R3m
14368,Natrolemoynite,2/m,C2/m
14375,Natrolite,2mm,Fdd2
14379,Natrolite,2,F2
14393,Natrolite,2,C21
14395,Natrolite,m,Fd
14397,Natromarkeyite,2/m2/m2/m,Pmmn
14399,Natron,m,Cc
14401,Natronambulite,1,P1
14412,Natropharmacoalumite,43m,P43m
14413,Natropharmacosiderite,43m,P43m
14414,Natrophilite,2/m2/m2/m,Pnam
14415,Natrophosphate,4/m32/m,Fd3c
14417,Natrosilite,2/m,P21/a
14418,Natrosulfatourea,2/m2/m2/m,Pbcn
14419,Natrotantite,32/m2/m,R3c
14420,Natrotitanite,2/m,C2/c
14422,Natrowalentaite,2/m2/m2/m,Imma
14423,Natroxalate,2/m,P21/c
14424,Natrozippeite,2/m,P21/n
14427,Naujakasite,2/m,C2/m
14429,Naumannite,222,P212121
14436,Navrotskyite,2/m2/m2/m,Pbcm
14437,Nazarchukite,2/m2/m2/m,Pbca
14438,Nazarovite,4/m,I4/m
14440,Nchwaningite,2mm,Pca21
14441,Nealite,1,P1
14444,Nechelyustovite,1,P1
14445,Nefedovite,4,I4
14446,Negevite,332/m,Pa3
14449,Neighborite,2/m2/m2/m,Pbnm
14459,Neighborite,4/m32/m,Pm3m
14465,Neighborite,4/m2/m2/m,P4/mbm
14481,Nekoite,1,P1
14482,Nekrasovite,43m,P43n
14483,Nelenite,32/m2/m,R3m
14484,Nelenite,2/m,C2/m
14487,Neltnerite,4/m2/m2/m,I41/acd
14489,Nenadkevichite,m,Cm
14494,Nepheline,6,P63
14523,Neptunite,m,Cc
14527,Neptunite,2/m,C2/c
14528,Neskevaaraite-Fe,m,Cm
14531,Nesquehonite,2/m,P21/n
14533,Nestolaite,2/m,P21/c
14535,Neustadtelite,1,P1
14536,Nevadaite,2mm,P21mn
14537,Nevskite,32/m2/m,P3m1
14539,Newberyite,2/m2/m2/m,Pbca
14543,Neyite,2/m,C2/m
14544,Nezilovite,6/m2/m2/m,P63/mmc
14545,Niahite,2mm,Pmn21
14548,Niasite,42m,I42d
14549,Nickel,4/m32/m,Fm3m
14550,Nickel,6/m2/m2/m,P63/mmc
14610,Nickelaustinite,222,P212121
14611,Nickelbischofite,2/m,C2/m
14616,Nickelblodite,2/m,P21/a
14617,Nickelboussingaultite,2/m,P21/n
14618,Nickelboussingaultite,2/m,P21/a
14619,Nickelhexahydrite,2/m,C2/c
14622,Nickeline,6/m2/m2/m,P63/mmc
14623,Nickeline,6mm,P63mc
14625,Nickeline,2mm,Cmc21
14627,Nickellotharmeyerite,2/m,C2/m
14628,Nickelphosphide,4,I4
14630,Nickelpicromerite,2/m,P21/c
14631,Nickelschneebergite,2/m,C2/m
14637,Nickeltsumcorite,2/m,C2/m
14638,Nickeltyrrellite,4/m32/m,Fd3m
14639,Nickenichite,2/m,C2/c
14640,Nickolayite,2/m2/m2/m,Pnma
14641,Nicksobolevite,2/m,P21/c
14643,Niedermayrite,2/m,P21/m
14644,Nielsbohrite,2/m2/m2/m,Cccm
14645,Nielsenite,4mm,P4mm
14646,Nierite,3mm,P31c
14654,Nierite,6/m,P63/m
14662,Nifontovite,2/m,B2/b
14663,Niggliite,6mm,P63mc
14664,Niigataite,2/m,P21/m
14665,Nikischerite,3,R3
14666,Nikmelnikovite,3,R3
14668,Nimite,2/m,C2/m
14669,Ningyoite,222,P222
14673,Niningerite,4/m32/m,Fm3m
14675,Nioboaeschynite-(Ce),2/m2/m2/m,Pnma
14676,Nioboaeschynite-(Ce),2/m2/m2/m,Pbnm
14677,Nioboaeschynite-(Y),2/m2/m2/m,Pbnm
