mineral name,point group,space group
Manganohornesite,2/m,P21/c
Manganokhomyakovite,3mm,R3m
Manganokukisvumite,2/m2/m2/m,Pccn
Manganolangbeinite,332; 222,P213; P212121
Manganonaujakasite,2/m,C2/m
Manganoneptunite,2/m; m,C2/c; Cc
Manganonordite-(Ce),2/m2/m2/m,Pcca
Manganoquadratite,422,P4322
Manganosegelerite,2/m2/m2/m,Pbca
Manganosite,4/m32/m,Fm3m
Manganostibite,2/m2/m2/m,Ibmm
Manganotychite,332/m,Fd3
Manganvesuvianite,4/m,P4/n
Manitobaite,m,Pc
Mannardite,4/m; 4/m; 4/m,I4/m; P4/m; I41/a
Mansfieldite,2/m2/m2/m,Pbca
Mantienneite,2/m2/m2/m,Pbca
Maohokite,2/m2/m2/m,Pnma
Maoniupingite-(Ce),2/m,C2/m
Mapimite,m,Cm
Mapiquiroite,3,R3
Marathonite,3,P3
Marcasite,2/m2/m2/m; 2/m2/m2/m,Pnnm; Pmnn
Marchettiite,1,P1
Marcobaldiite,1,P1
Marecottite,1,P1
Margaritasite,2/m,P21/a
Margarite,m,Cc
Margarosanite,1,P1
Mariakrite,1,P1
Marialite,4/m; 4/m,I4/m; P42/n
Maricite,2/m2/m2/m,Pmnb
Maricopaite,2mm,Cm2m
Mariinskite,2/m2/m2/m; 222,Pnma; P212121
Marinaite,2/m,P21/c
Marinellite,3mm,P31c
Markascherite,2/m,P21/m
Markcooperite,2/m,P21/c
Markeyite,2/m2/m2/m,Pmmn
Markhininite,1,P1
Marklite,2/m,P21/c
Marokite,2/m2/m2/m; 2/m2/m2/m,Pbcm; Pbca
Marrite,2/m,P21/a
Marrucciite,2/m,C2/m
Marshite,43m; 32/m2/m; 4/m2/m2/m,F43m; R3m; P4/nmm
Marsturite,1,P1
Marthozite,2mm,Pbn21
Martinandresite,2/m2/m2/m,Pmmn
Martinite,1,P1
Martyite,32/m2/m,P3m1
Marumoite,2,P21
Maruyamaite,3mm,R3m
Mascagnite,2/m2/m2/m; 2mm,Pnam; Pna21
Maslovite,332/m,Pa3
Massicot,2/m2/m2/m,Pbcm
Masutomilite,2,C2
Masuyite,m,Pn
Mathesiusite,4/m,P4/n
Mathiasite,3,R3
Matildite,32/m2/m,P3m1
Matioliite,2/m,C2/c
Matlockite,4/m2/m2/m,P4/nmm
Matsubaraite,2/m,C2/m
Mattagamite,2/m2/m2/m,Pmnn
Matteuccite,m,Cc
Mattheddleite,6/m,P63/m
Matthiasweilite,1,P1
Matulaite,2/m,P21/n
Matyhite,3mm,R3c
Maucherite,422; 2/m,P41212; C2/c
Mauriziodiniite,6/m2/m2/m,P6/mmm
Mavlyanovite,6/m2/m2/m,P63/mcm
Mawbyite,2/m,C2/m
Mawsonite,42m,P4m2
Maxwellite,2/m,C2/c
Mayingite,332/m,Pa3
Mazzite-Mg,6/m2/m2/m,P63/mmc
Mazzite-Na,6/m2/m2/m,P63/mmc
Mcallisterite,32/m2/m,R3c
Mcalpineite,2/m2/m2/m; 332/m,Pcca; Ia3
Mcbirneyite,1,P1
Mcconnellite,3mm,R3m
Mcgovernite,32/m2/m,R32/c
Mcguinnessite,2/m,P21/a
Mckelveyite-(Y),m,Cc
Mckinstryite,2/m2/m2/m,Pnma
Medaite,2/m,P21/n
Medenbachite,1,P1
Medvedevite,2/m,P21/c
Meerschautite,2,P21
Megacyclite,2/m,P21/c
Megakalsilite,6,P63
Megawite,2/m2/m2/m; 2/m2/m2/m,Pnma; Pbnm
Meieranite,2mm,P21nb
Meierite,4/m32/m,Im3m
Meifuite,1,P1
Meionite,4/m; 4/m,P42/n; I4/m
Meisserite,1,P1
Meitnerite,1,P1
Meixnerite,32/m2/m,R3m
Mejillonesite,2/m2/m2/m,Pbca
Melanarsite,2/m,C2/c
Melanophlogite,4/m32/m; 4/m2/m2/m,Pm3n; P42/nbc
Melanostibite,3,R3
Melanotekite,2/m2/m2/m,Pbcn
Melanothallite,2/m2/m2/m,Fddd
Melanovanadite,1,P1
Melansonite,2/m2/m2/m,Pmma
Melanterite,2/m,P21/c
Melcherite,3,R3
Meliphanite,4,I4
Melkovite,2/m,C2/m
Melliniite,332,P213
Mellite,4/m2/m2/m,I41/acd
Mellizinkalite,1,P1
Melonite,32/m2/m,P3m1
Melonjosephite,2/m2/m2/m,Pbam
Menchettiite,2/m,P21/n
Mendeleevite-(Ce),332/m,Pm3
Mendeleevite-(Nd),332/m,Pm3
Mendigite,1,P1
Mendipite,2/m2/m2/m,Pnma
Mendozavilite-KCa,2/m,C2/m
Mendozavilite-NaCu,2/m,C2/m
Mendozavilite-NaFe,2/m,C2/m
Mendozite,2/m,C2/c
Meneghinite,2/m2/m2/m,Pbnm
Menezesite,332/m,Im3
Mengeite,1,P1
Mengxianminite,2mm,Fdd2
Meniaylovite,332/m,Fd3
Menzerite-(Y),4/m32/m,Ia3d
Mercallite,2/m2/m2/m,Pbca
Mereheadite,m,Cm
Mereiterite,2/m; 2/m,P21/a; C2/m
Merelaniite,1,C1
Merenskyite,32/m2/m,P3m1
Meridianiite,1,P1
Merlinoite,2/m2/m2/m,Immm
Merrihueite,6/m2/m2/m,P6/mcc
Merrillite,3mm,R3c
Mertieite-II,32/m2/m,R3c
Merwinite,2/m,P21/a
Mesaite,2/m,P2/n
Mesolite,2mm,Fdd2
Messelite,1,P1
Meta-ankoleite,4/m2/m2/m,P4/nmm
Meta-autunite,4/m2/m2/m,P4/nmm
Metaborite,43m,P43n
Metacinnabar,43m,F43m
Metaheinrichite,2,P21
Metahewettite,2/m; 2,P21/m; P21
Metahohmannite,1,P1
Metakahlerite,1,P1
Metakirchheimerite,1,P1
Metalodevite,4/m; 1,P42/m; P1
Metamunirite,2/m2/m2/m,Pnma
Metanatroautunite,4/m2/m2/m,P4/ncc
Metanovacekite,4/m,P4/n
Metarauchite,1,P1
Metarossite,1,P1
Metaschoderite,2/m,P2/m
Metaschoepite,2/m2/m2/m,Pbcn
Metasideronatrite,2/m2/m2/m,Pbnm
Metastudtite,2/m2/m2/m,Immm
Metaswitzerite,2/m,P21/c
Metatamboite,2/m,P21/c
Metathenardite,6/m2/m2/m,P63/mmc
Metatorbernite,4/m2/m2/m; 4/m; 2,P4/nmm; P4/n; P21
Metatyuyamunite,2/m2/m2/m,Pnam
Metauroxite,1,P1
Metavanmeersscheite,2/m2/m2/m,Fddd
Metavariscite,2/m,P21/n
Metavauxite,2/m,P21/c
Metavivianite,1,P1
Metavoltine,3,P3
Metazeunerite,4/m2/m2/m; 4/m2/m2/m; 4/m2/m2/m; 4/m,P4/ncc; P4/nmm; P42/nmc; P4/n
Meurigite-K,2/m,C2/c
Meurigite-Na,2/m,C2/c
Meyerhofferite,1,P1
Meyrowitzite,2/m,P21/n
Mgriite,4/m32/m,Fd3m
Mianningite,3,R3
Miargyrite,2; 2/m; m,C2; C2/c; Cc
Miassite,4/m32/m,Pm3m
Michalskiite,2/m2/m2/m,Pmcn
Micheelsenite,6,P63
Michenerite,332,P213
Michitoshiite-(Cu),4/m32/m,Pm3m
Microcline,1,C1
Microsommite,6; 6/m,P63; P63/m
Middlebackite,2/m,P21/c
Mieite-(Y),2/m2/m2/m,Cmcm
Miersite,43m; 4/m32/m,F43m; Fm3m
Miessiite,4/m32/m,Fd3m
Miguelromeroite,2/m,C2/c
Miharaite,2mm,Pb21m
Mikasaite,3,R3
Mikecoxite,2/m,P21/n
Mikehowardite,1,P1
Milanriederite,4/m2/m2/m,P4/nnc
Milarite,6/m2/m2/m,P6/mcc
Milkovoite,2/m2/m2/m,Pnma
Millerite,6/m2/m2/m; 3mm,P63/mmc; R3m
Millosevichite,3,R3
Millsite,2/m,P21/c
Milotaite,332,P213
Mimetite,6/m; 2/m,P63/m; P21/b
Minakawaite,2/m2/m2/m,Pnma
Minasgeraisite-(Y),2/m,P21/a
Minasragrite,2/m,P21/c
Mineevite-(Y),6/m,P63/m
Minehillite,32/m2/m,P3c1
Minguzzite,2/m,P21/c
Minium,4/m2/m2/m; 2/m2/m2/m; 42m,P42/mbc; Pbam; P4b2
Minjiangite,6/m2/m2/m,P6/mmm
Minnesotaite,1,P1
Minrecordite,3,R3
Minyulite,2mm,Pba2
Mirabilite,2/m,P21/c
Mirnyite,3,R3
Misakiite,32/m2/m,P3m1
Miserite,1,P1
Mitridatite,m,Aa
Mitrofanovite,32/m2/m,R3m
Mitryaevaite,1,P1
Mitscherlichite,4/m2/m2/m,P42/mnm
Mixite,6/m,P63/m
Miyahisaite,6/m,P63/m
Moabite,2/m2/m2/m,Pnma
Moctezumite,2/m,P21/c
Modderite,2/m2/m2/m; 2mm,Pnam; Pna21
Moeloite,222,P21221
Moganite,2/m; 2/m2/m2/m,I2/a; Imab
Mohite,1,P1
Mohnite,32/m2/m,P3m1
Mohrite,2/m,P21/a
Moissanite,6mm; 43m,P63mc; F43m
Mojaveite,3,R3
Molinelloite,1,P1
Molybdenite,6/m2/m2/m; 3mm,P63/mmc; R3m
Molybdite,2/m2/m2/m,Pbnm
Molybdofornacite,2/m,P21/c
Molybdomenite,2/m,P21/m
Molybdophyllite,2,C2
Molysite,3,R3
Momoiite,4/m32/m,Ia3d
Monazite-(Ce),2/m,P21/n
Monazite-(La),2/m,P21/n
Monazite-(Nd),2/m,P21/n
Monazite-(Sm),2/m,P21/n
Moncheite,32/m2/m,P3m1
Monchetundraite,2/m2/m2/m,Ibam
Monetite,1,P1
Monipite,62m,P62m
Monohydrocalcite,322; 3,P3121; P31
Montbrayite,1,P1
Montdorite,2/m,C2/m
Montebrasite,1,C1
Monteneroite,2/m,C2/m
Monteneveite,4/m32/m,Ia3d
Monteponite,4/m32/m,Fm3m
Monteregianite-(Y),2/m2/m2/m; 2/m; 2/m,Bmab; C21/a; P21/n
Montesommaite,4/m2/m2/m,I41/amd
Montetrisaite,2mm,Cmc21
Montgomeryite,2/m,C2/c
Monticellite,2/m2/m2/m; 2/m2/m2/m,Pbnm; Pnma
Montmorillonite,1; 2/m,P1; C2/m
Montroseite,2/m2/m2/m,Pbnm
Montroydite,2/m2/m2/m,Pnma
Mooihoekite,42m,P42m
Mooreite,2/m; 2/m,P21/m; P21/a
Moorhouseite,2/m,C2/c
Mopungite,4/m,P42/n
Moraesite,2/m,C2/c
Moraskoite,2/m2/m2/m,Pbcn
Mordenite,2mm; 2/m2/m2/m,Cmc21; Cmcm
Moreauite,2/m,P21/c
Morelandite,6/m,P63/m
Morenosite,222,P212121
Morimotoite,4/m32/m,Ia3d
Morinite,2/m,P21/m
Morrisonite,2/m,P21/c
Moschelite,4/m2/m2/m; 4/m2/m2/m; 42m,I4/mmm; P42/mnm; I4m2
Moschellandsbergite,332,I23
Moskvinite-(Y),2/m2/m2/m,Ibmm
Mossbauerite,3mm,P3m1
Mottanaite-(Ce),2/m,P2/a
Mottramite,2/m2/m2/m; 2/m2/m2/m,Pnma; Pnam
Motukoreaite,32/m2/m,R3m
Mounanaite,2/m,C2/m
Mountainite,2/m,P2/c
Moxuanxueite,1,P1
Moydite-(Y),2/m2/m2/m,Pbca
Mozartite,222,P212121
Mozgovaite,2/m2/m2/m,Bbmm
Mrazekite,2/m; 2/m,C2/m; P21/n
Mroseite,2/m2/m2/m,Pbca
Muckeite,222,P212121
Muirite,4/m2/m2/m,P4/mmm
Mullerite,322,P312
Mullite,2/m2/m2/m,Pbam
Mummeite,2/m,C2/m
Munakataite,2/m,P21/m
Munirite,2/m,P21/a
Muonionalustaite,2/m,C2/m
Murakamiite,1,P1
Murashkoite,2/m2/m2/m; 2/m2/m2/m,Pnma; Pbnm
Murataite-(Y),43m,F43m
Murchisite,32/m2/m,P31c
Murdochite,4/m32/m,Fm3m
Murmanite,1,P1
Murphyite,2/m,P21/a
Murunskite,4/m2/m2/m,I4/mmm
Muscovite,2; 2/m; 322; 1,C2; C2/c; P3112; C1
Mushistonite,4/m32/m; 4/m2/m2/m,Pn3m; P42/nnm
Muthmannite,2/m,P2/m
Mutinaite,2/m2/m2/m,Pnma
Mutnovskite,2/m2/m2/m,Pnma
Nabalamprophyllite,2/m; 2/m2/m2/m,P2/m; Pnmn
Nabaphite,332,P213
Nabateaite,1,P1
Nabesite,222,P212121
Nabiasite,332/m,Pa3
Nabimusaite,32/m2/m,R3m
Nabokoite,4/m2/m2/m,P4/ncc
Nacaphite,3mm; 1,R3m; P1
Nacareniobsite-(Ce),2/m; 2/m,P21/a; P21/c
Nacrite,m,Cc
Nadorite,2/m2/m2/m,Cmcm
Nafeasite,2,C2
Nafertisite,2/m,A2/m
Nagashimalite,2/m2/m2/m,Pmmn
Nagelschmidtite,6,P61
Nagyagite,2/m,P21/m
Nahcolite,2/m; 2/m,P21/n; P21/c
Nahpoite,2/m,P21/m
Nakkaalaaqite,2/m2/m2/m,Fddd
Naldrettite,2mm,Cmc21
Nalipoite,2/m2/m2/m,Pmnb
Nalivkinite,1,P1
Namansilite,2/m,C2/c
Nambulite,1,P1
Namibite,1,P1
Namuwite,3,P3
Nanlingite,3mm; 32/m2/m,R3m; R3m
Nanpingite,2/m,C2/c
Nantokite,43m; 332/m; 4/m32/m,F43m; Pa3; Fm3m
Naquite,332,P213
Narsarsukite,4/m,I4/m
Nashite,2/m,P21/n
Nasinite,2mm,Pna21
Nasonite,6/m,P63/m
Nastrophite,332,P213
Nataliakulikite,2/m2/m2/m,Pnma
Nataliyamalikite,2/m2/m2/m,Cmcm
Natalyite,2/m,C2/c
Natanite,332/m; 4/m32/m,Pn3; Pn3m
Natisite,4/m2/m2/m,P4/nmm
Natrite,2/m,C2/m
Natroalunite,32/m2/m,R3m
Natroaphthitalite,32/m2/m,P3m1
Natrochalcite,2/m,C2/m
Natroglaucocerinite,3,P3
Natrojarosite,32/m2/m,R3m
Natrolemoynite,2/m,C2/m
Natrolite,2mm; 2; 2; m,Fdd2; F2; C21; Fd
Natromarkeyite,2/m2/m2/m,Pmmn
Natron,m,Cc
Natronambulite,1,P1
Natropharmacoalumite,43m,P43m
Natropharmacosiderite,43m,P43m
Natrophilite,2/m2/m2/m,Pnam
Natrophosphate,4/m32/m,Fd3c
Natrosilite,2/m,P21/a
Natrosulfatourea,2/m2/m2/m,Pbcn
Natrotantite,32/m2/m,R3c
Natrotitanite,2/m,C2/c
Natrowalentaite,2/m2/m2/m,Imma
Natroxalate,2/m,P21/c
Natrozippeite,2/m,P21/n
Naujakasite,2/m,C2/m
Naumannite,222,P212121
Navrotskyite,2/m2/m2/m,Pbcm
Nazarchukite,2/m2/m2/m,Pbca
Nazarovite,4/m,I4/m
Nchwaningite,2mm,Pca21
Nealite,1,P1
Nechelyustovite,1,P1
Nefedovite,4,I4
Negevite,332/m,Pa3
Neighborite,2/m2/m2/m; 4/m32/m; 4/m2/m2/m,Pbnm; Pm3m; P4/mbm
Nekoite,1,P1
Nekrasovite,43m,P43n
Nelenite,32/m2/m; 2/m,R3m; C2/m
Neltnerite,4/m2/m2/m,I41/acd
Nenadkevichite,m,Cm
Nepheline,6,P63
Neptunite,m; 2/m,Cc; C2/c
Neskevaaraite-Fe,m,Cm
Nesquehonite,2/m,P21/n
Nestolaite,2/m,P21/c
Neustadtelite,1,P1
Nevadaite,2mm,P21mn
Nevskite,32/m2/m,P3m1
Newberyite,2/m2/m2/m,Pbca
Neyite,2/m,C2/m
Nezilovite,6/m2/m2/m,P63/mmc
Niahite,2mm,Pmn21
Niasite,42m,I42d
Nickel,4/m32/m; 6/m2/m2/m,Fm3m; P63/mmc
Nickelaustinite,222,P212121
Nickelbischofite,2/m,C2/m
Nickelblodite,2/m,P21/a
Nickelboussingaultite,2/m; 2/m,P21/n; P21/a
Nickelhexahydrite,2/m,C2/c
Nickeline,6/m2/m2/m; 6mm; 2mm,P63/mmc; P63mc; Cmc21
Nickellotharmeyerite,2/m,C2/m
Nickelphosphide,4,I4
Nickelpicromerite,2/m,P21/c
Nickelschneebergite,2/m,C2/m
Nickeltsumcorite,2/m,C2/m
Nickeltyrrellite,4/m32/m,Fd3m
Nickenichite,2/m,C2/c
Nickolayite,2/m2/m2/m,Pnma
Nicksobolevite,2/m,P21/c
Niedermayrite,2/m,P21/m
Nielsbohrite,2/m2/m2/m,Cccm
Nielsenite,4mm,P4mm
Nierite,3mm; 6/m,P31c; P63/m
Nifontovite,2/m,B2/b
Niggliite,6mm,P63mc
Niigataite,2/m,P21/m
Nikischerite,3,R3
Nikmelnikovite,3,R3
Nimite,2/m,C2/m
Ningyoite,222,P222
Niningerite,4/m32/m,Fm3m
Nioboaeschynite-(Ce),2/m2/m2/m; 2/m2/m2/m,Pnma; Pbnm
Nioboaeschynite-(Y),2/m2/m2/m,Pbnm
Niobocarbide,4/m32/m,Fm3m
Nioboheftetjernite,2/m,P21/c
Nioboholtite,2/m2/m2/m,Pnma
Niobokupletskite,1,P1
Niobophyllite,1,P1
Niocalite,m,Pa
Nipalarsite,4/m32/m,Fm3m
Nisbite,2/m2/m2/m,Pnnm
Nishanbaevite,2/m2/m2/m,Pbcm
Nisnite,4/m32/m,P4/m32/m
Nissonite,2/m,C2/c
Niter,2mm; 2/m2/m2/m; 3mm,Cmc21; Pmcn; R3m
Nitratine,32/m2/m; 3mm; 32/m2/m,R3c; R3c; R3m
Nitrobarite,332/m; 332,Pa3; P213
Nitrocalcite,2/m; 2/m,P21/c; P21/n
Nitromagnesite,2/m,P21/c
Nitroplumbite,m,Ia
Nitscheite,2/m,P21/n
Niveolanite,4/m2/m2/m,P4/mcc
Nixonite,2/m,C2/m
Nizamoffite,2/m2/m2/m,Pnma
Nobleite,2/m,P21/a
Noelbensonite,2/m2/m2/m,Cmcm
Noggerathite-(Ce),2/m2/m2/m,Cmca
Nolanite,6mm,P63mc
Nollmotzite,m,Cm
Nolzeite,1,P1
Nontronite,2/m; 1,C2/m; P1
Noonkanbahite,2/m2/m2/m,Imma
Norbergite,2/m2/m2/m,Pbnm
Nordenskioldine,3,R3
Nordgauite,1,P1
Nordite-(La),2/m2/m2/m,Pcca
Nordstrandite,1; 1,I1; P1
Nordstromite,2/m,P21/m
Norilskite,322,P3121
Normandite,2/m,P21/a
Norrishite,2/m,C2/m
Norsethite,32/m2/m; 322,R3m; R32
Northstarite,6,P63
Northupite,4/m32/m; 332/m,Fd3m; Fd3
Nosean,43m; 43m; 332,P43m; P43n; P23
Novacekite-I,1,P1
Novacekite-II,2/m,P21/n
Novakite,2/m,C2/m
Novgorodovaite,2/m,I2/m
Novograblenovite,2/m,C2/c
Nowackiite,3,R3
Nuffieldite,2/m2/m2/m; 2/m2/m2/m,Pbmn; Pbnm
Nukundamite,32/m2/m,P3m1
Numanoite,2/m,C2/m
Nuragheite,2/m,P21/c
Nuwaite,4/m2/m2/m,I4/mmm
Nyboite,2/m,C2/m
Nyerereite,2mm; 6mm,Cmc21; P63mc
Nyholmite,2/m,C2/c
ODanielite,2/m,C2/c
Oberthurite,43m,F43m
Oberwolfachite,32/m2/m,R3m
Obradovicite-KCu,2/m2/m2/m; 2/m2/m2/m,Pcnm; Pnmb
Obradovicite-NaCu,2/m2/m2/m,Pnmb
Obradovicite-NaNa,2/m2/m2/m,Pnmb
Odigitriaite,2/m,C2/c
Odikhinchaite,3mm,R3m
Odinite,m; 3mm,Cm; P31m
Odintsovite,2/m2/m2/m,Fddd
Offretite,62m,P6m2
Oftedalite,6/m2/m2/m,P6/mcc
Ognitite,3mm,P3m1
Ohmilite,2/m,P21/m
Ojuelaite,2/m,P21/c
Okanoganite-(Y),3mm,R3m
Okayamalite,42m,P421m
Okenite,1,P1
Okhotskite,2/m,A2/m
Okieite,1,P1
Okruschite,2/m,C2/c
Oldhamite,4/m32/m,Fm3m
Oldsite,2mm,Pmn21
Olekminskite,322,P321
Olenite,3mm,R3m
Olgite,32/m2/m,P3m1
Olivenite,2/m; 2/m2/m2/m,P21/n; Pnnm
Olmiite,2/m2/m2/m,Pbca
Olmsteadite,2mm,Pb21m
Olsacherite,222,P2212
Olshanskyite,1,P1
Olympite,222,P212121
Omariniite,222,I222
Omeiite,2/m2/m2/m,Pnnm
Ominelite,2/m2/m2/m,Pbnm
Omongwaite,2,C2
Omphacite,2/m; 2/m; 2,P2/n; C2/c; P2
Omsite,3,P3
Ondrusite,1,P1
Oneillite,3,R3
Onoratoite,2/m,C2/m
Ophirite,1,P1
Oppenheimerite,1,P1
Orcelite,6mm,P63cm
Ordonezite,4/m2/m2/m,P42/mnm
Orebroite,3,P3
Oreillyite,32/m2/m; 6/m2/m2/m,P31m; P63/mmc
Organovaite-Mn,2/m,C2/m
Organovaite-Zn,2/m,C2/m
Orientite,2mm; 2/m2/m2/m,P2mm; Bbmm
Orishchinite,2/m2/m2/m,Pnma
Orlandiite,1,P1
Orlovite,2,C2
Orpiment,2/m,P21/n
Orschallite,32/m2/m,R3c
Orthobrannerite,222,P2221
Orthoclase,1; 2/m,C1; C2/m
Orthocuproplatinum,2/m2/m2/m,Cmmm
Orthojoaquinite-(La),2/m2/m2/m,Ccmm
Orthominasragrite,2mm,Pmn21
Orthopinakiolite,2/m2/m2/m,Pnnm
Orthoserpierite,2mm,Pca21
Orthowalpurgite,2/m2/m2/m,Pbcm
Osakaite,1,P1
Osarizawaite,32/m2/m,R3m
Osbornite,4/m32/m,Fm3m
Oscarkempffite,2/m2/m2/m,Pnca
Oskarssonite,32/m2/m,R3c
Osmium,6/m2/m2/m,P63/mmc
Osumilite,6/m2/m2/m,P6/mcc
Osumilite-(Mg),6/m2/m2/m,P6/mcc
Oswaldpeetersite,2/m,P21/c
Otavite,32/m2/m; 3mm; 3,R3c; R3c; R3
Ottemannite,2/m2/m2/m,Pnma
Ottensite,6,P63
Ottohahnite,1,P1
Ottoite,2/m,I2/a
Oursinite,2/m2/m2/m,Cmca
Overite,2/m2/m2/m,Pbca
Owensite,4/m32/m,Pm3m
Owyheeite,2/m,P21/c
Oxammite,222,P21212
Oxo-magnesio-hastingsite,2/m,C2/m
Oxo-mangani-leakeite,2/m,C2/m
Oxy-chromium-dravite,3mm,R3m
Oxy-dravite,3mm,R3m
Oxy-foitite,3mm,R3m
Oxy-schorl,3mm,R3m
Oxy-vanadium-dravite,3mm,R3m
Oxybismutomicrolite,4/m32/m,Fd3m
Oxycalciomicrolite,4/m32/m,Fd3m
Oxycalciopyrochlore,4/m32/m,Fd3m
Oxycalcioromeite,4/m32/m,Fd3m
Oxykinoshitalite,2/m,C2/m
Oxynatromicrolite,4/m32/m,Fd3m
Oxyphlogopite,2/m,C2/m
Oxyplumboromeite,4/m32/m,Fd3m
Oxystannomicrolite,4/m32/m,Fd3m
Oxystibiomicrolite,4/m32/m,Fd3m
Oxyvanite,2/m,C2/c
Oxyyttrobetafite-(Y),4/m32/m,Fd3m
Oyonite,2/m,P21/n
Ozernovskite,2/m,C2/c
Ozerovaite,2/m2/m2/m,Cmca
Paakkonenite,2/m,C2/m
Paarite,2/m2/m2/m,Pmcn
Pabstite,62m,P6c2
Paceite,4/m,I4/m
Pachnolite,2/m,F2/d
Packratite,1,P1
Paddlewheelite,m; m,Pc; Pb
Paderaite,2/m,P21/m
Paganoite,1,P1
Pahasapaite,332,I23
Painite,6/m; 6,P63/m; P63
Pakhomovskyite,2/m,C2/m
Palenzonaite,4/m32/m,Ia3d
Palermoite,2/m2/m2/m; 2/m2/m2/m,Immm; Imcb
Palladinite,4/m2/m2/m,P42/mmc
Palladium,4/m32/m,Fm3m
Palladoarsenide,2/m,P2/m
Palladodymite,2/m2/m2/m,Pnma
Palladogermanide,62m,P62m
Palladosilicide,62m,P62m
Palladothallite,4/m2/m2/m,I4/mmm
Palladseite,4/m32/m; 43m; 432,Pm3m; P43m; P432
Palmierite,32/m2/m,R3m
Palygorskite,2/m; 2/m; 2/m2/m2/m,C2/m; P21/a; Pbmn
Pampaloite,2/m,C2/c
Pandoraite-Ba,2,P2
Pandoraite-Ca,2,P2
Panethite,2/m,P21/n
Panguite,2/m2/m2/m,Pbca
Panichiite,4/m32/m,Fm3m
Panskyite,4/m2/m2/m,I4/mmm
Pansnerite,2/m2/m2/m,Cmca
Panunzite,6,P63
Paolovite,2/m2/m2/m,Pbnm
Papagoite,2/m,C2/m
Paqueite,322,P321
Paraberzeliite,2/m,C2/c
Parabutlerite,2/m2/m2/m; 222,Pmnb; P212121
Paracelsian,2/m; 2/m2/m2/m,P21/a; Pnam
Paracoquimbite,3,R3
Paracostibite,2/m2/m2/m,Pbca
Paradamite,1,P1
Paradimorphite,2/m2/m2/m,Pnma
Paradocrasite,2,C2
Paradsasvarite,2/m,P21/a
Paraershovite,1,P1
Parafiniukite,6/m,P63/m
Parafransoletite,1,P1
Parageorgbokiite,2/m,P21/c
Paragonite,2/m,C2/c
Paraguanajuatite,32/m2/m,R3m
Parahibbingite,32/m2/m,R3m
Parahopeite,1,P1
Parakeldyshite,1,P1
Parakuzmenkoite-Fe,2/m,C2/m
Paralabuntsovite-Mg,2/m,B2/m
Paralaurionite,2/m,C2/m
Paralstonite,322,P321
Paramarkeyite,2/m,P21/n
Paramelaconite,4/m2/m2/m,I41/amd
Paramontroseite,2/m2/m2/m,Pbnm
Paranatisite,2/m2/m2/m; 2mm,Pmma; Pmc21
Paranatrolite,m; m,Cc; Fd
Paraniite-(Y),4/m,I41/a
Parapierrotite,m,Pn
Pararaisaite,2/m,P21/c
Pararammelsbergite,2/m2/m2/m,Pbca
Pararealgar,2/m; 2/m,P21/n; P21/c
Pararobertsite,2/m,P21/c
Parascandolaite,4/m32/m,Pm3m
Paraschoepite,2/m2/m2/m,Pbca
Parascholzite,2/m,C2/c
Parascorodite,32/m2/m,P3c1
Parasibirskite,2/m,P21/m
Parasterryite,2/m,P21/c
Parasymplesite,2/m,C2/m
Paratacamite,3,R3
Paratacamite-(Mg),3,R3
Paratacamite-(Ni),3,R3
Paratellurite,422,P41212
Paratimroseite,222,P212121
Paratsepinite-Ba,2/m,C2/m
Paratsepinite-Na,2/m,C2/m
Paravauxite,1,P1
Paravinogradovite,1,P1
Parawulffite,2/m,P2/c
Pargasite,2/m,C2/m
Parisite-(Ce),3; m,R3; Cc
Parkerite,2/m2/m2/m,Pmam
Parnauite,222; 2mm; 2,P2122; Pmn21; P21
Parsettensite,2/m,C2/m
Parsonsite,1,P1
Partheite,2/m,C2/c
Parwelite,2/m,A2/a
Pasavaite,2/m2/m2/m,Pmmn
Pascoite,2/m,C2/m
Paseroite,3,R3
Patronite,2/m,I2/c
Pattersonite,1,P1
Patynite,1,P1
Pauflerite,2/m2/m2/m,Pnma
Pauladamsite,1,P1
Paulgrothite,2mm,Cmc21
Paulingite-Ca,4/m32/m,Im3m
Paulingite-K,4/m32/m,Im3m
Paulkellerite,2/m,C2/c
Paulkerrite,2/m2/m2/m,Pbca
Paulmooreite,2/m,P21/a
Pauloabibite,3,R3
Pautovite,2/m2/m2/m,Cmcm
Pavlovskyite,2/m2/m2/m,Pbcn
Pavonite,2/m,C2/m
Paxite,2/m,P21/c
Pearceite,32/m2/m; 322; 2/m,P3m1; P321; C2/c
Peatite-(Y),222,P222
Pectolite,1,P1
Peisleyite,1,P1
Pekoite,2mm,P21am
Pekovite,2/m2/m2/m,Pnma
Peligotite,1,P1
Pellouxite,2/m,C2/m
Pellyite,2/m2/m2/m,Cmcm
Penberthycroftite,2/m,P21/c
Penfieldite,6,P6
Penikisite,2/m,P21/m
Penkvilksite,2/m2/m2/m; 2/m,Pnca; P21/c
Penobsquisite,2,P21
Penriceite,2/m,P21/c
Penroseite,332/m,Pa3
Pentagonite,2mm,Ccm21
Pentahydrite,1,P1
Pentahydroborite,1,P1
Pentlandite,4/m32/m,Fm3m
Penzhinite,622,P6322
Peprossiite-(Ce),62m,P62m
Perboeite-(Ce),2/m,P21/m
Perboeite-(La),2/m,P21/m
Percleveite-(Ce),4,P41
Percleveite-(La),4,P41
Peretaite,2/m,C2/c
